"filename" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase"
"SerumReversal" 0.488209535519544 1.00000033442456 0.0834203831612893 0.00245991525894891 0.00245990967630826 -2.83126468048067e-07 -8.97047102206608 -2.27873275804313e-14 -3.46389583683049e-13 0.429167941946085 0.285416077772682 0.285415980281233 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.733333333 -689.000568362053 -245.421065311679 -141.962313735759 -141.962246128986 333340
"SerumReversal" 0.488493593064595 1.00000033094538 0.0833085288935487 0.00245070156812411 0.00245069606227245 -2.68171703510234e-07 -8.79817209444317 2.02615701994091e-15 2.00284233642378e-13 0.431605192808243 0.284197452368688 0.284197354823068 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.737373737030303 -688.68893120307 -246.86097057578 -141.161006675731 -141.160939283556 343440.909090909
"SerumReversal" 0.488787020597904 1.0000003279181 0.0831844805431532 0.00244143618753842 0.00244143075081505 -2.53859582244331e-07 -8.6257680563746 2.37310171513627e-14 -1.36157751740029e-12 0.434098763511223 0.282950667099926 0.282950569388851 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.741414141060606 -688.372014498606 -248.331551656359 -140.345297087302 -140.345229834613 353541.818181818
"SerumReversal" 0.489089871032965 1.00000032531687 0.0830480541123712 0.00243211851214846 0.00243211313739207 -2.40135449303125e-07 -8.45328385499475 -1.16018306073329e-14 -1.23012711128467e-13 0.436650363769954 0.281674867107027 0.281674769123019 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.745454545090909 -688.049576692603 -249.833672363902 -139.514812191075 -139.514745006257 363642.727272727
"SerumReversal" 0.489402205156583 1.0000003231219 0.0828990639285841 0.00242274790054127 0.00242274258098636 -2.26950476189813e-07 -8.28074481925191 9.71445146547012e-16 -1.18260956583072e-12 0.439261786883143 0.280369155739425 0.280369057377432 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.749494949121212 -687.721358554252 -251.368235654292 -138.66916156435 -138.669094378293 373743.636363636
"SerumReversal" 0.489724092927955 1.00000032131669 0.0827373217360885 0.0024133236678098 0.00241331839702916 -2.14260523989651e-07 -8.10817654975838 6.94166946146879e-14 2.88657986402541e-14 0.441934919716705 0.279032589563375 0.279032490719921 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.753535353151515 -687.387081449912 -252.936188551289 -137.80793477995 -137.807867525475 383844.545454545
"SerumReversal" 0.490055613883559 1.00000031988509 0.0825626370939723 0.0024038450865127 0.00240383985840986 -2.02025972839692e-07 -7.93560503447604 8.52096171399808e-15 7.53619389115556e-13 0.444671744704525 0.277664177361014 0.277664077934461 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.757575757181818 -687.04644596395 -254.538522679876 -136.930701217367 -136.930633829374 393945.454545455
"SerumReversal" 0.490396858580925 1.00000031882063 0.0823748163973568 0.00239431137901055 0.00239430618766015 -1.90210954542636e-07 -7.76305654135484 -3.68594044175552e-14 -6.67021993194794e-13 0.447474350972408 0.276262874569979 0.276262774457613 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.761616161212121 -686.699129854171 -256.17627971162 -136.037007459427 -136.036939872945 404046.363636364
"SerumReversal" 0.490747929126214 1.00000031811344 0.0821736632513409 0.00238472171815219 0.00238471655785461 -1.78782784132636e-07 -7.59055774082714 -7.31359417471822e-14 -5.88862292261183e-13 0.450344937211362 0.274827581844631 0.274827480944007 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.765656565242424 -686.344786363484 -257.850552269867 -135.126376930449 -135.126309081533 414147.272727273
"SerumReversal" 0.491108940797808 1.00000031775751 0.0819589774001143 0.00237507521890581 0.0023750700841244 -1.67711675658211e-07 -7.41813560046511 7.01938507319255e-14 -5.71098723867181e-13 0.45328582424172 0.273357138775267 0.273357036983013 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.769696969272727 -685.983041780642 -259.562490038601 -134.198306982972 -134.198238807939 424248.181818182
