"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V147" "Aarest_data" 48 0.676082825316517 11.7872667777523 0.125446536812608 0.0284616476550817 2.97434491814386e-23 6.8010464438828e-05 -3.92058525733319e-06 0 0 0.348003889433167 0.336733159970919 0.315262950595914 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 140 0.579797979323232 -260.348808236572 -72.5104712224806 -76.7616540100656 -56.1877880643712 23644.8941264541 23644.8941264541 23644.8941264541
"V148" "Aarest_data" 49 0.675094536288899 12.0936619060422 0.126620790356857 0.0285207146270949 7.59568418459495e-24 6.0108869227804e-05 -3.39377190528012e-06 0 -268435456 0.347482685187461 0.336414638427024 0.316102676385515 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 152 0.587878787393939 -259.784654284039 -72.2461376382678 -76.6541716778907 -55.9919087643148 26560.8778294668 26560.8778294668 26560.8778294668
"V149" "Aarest_data" 50 0.674149416388487 12.4124560438425 0.127760620577574 0.0285721500142651 1.83558004920584e-24 5.31410190234283e-05 -2.93679347862508e-06 0 0 0.34700473574711 0.336187249625795 0.316808014627095 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 168 0.595959595464646 -259.22954697339 -71.9962332048336 -76.5720723545796 -55.7658949129393 29836.4724028334 29836.4724028334 29836.4724028334
"V150" "Aarest_data" 51 0.673259894002901 12.7483058566244 0.128852711127891 0.028614608402183 4.11150167314178e-25 4.69991847680262e-05 -2.53964043395172e-06 0 0 0.346583193154025 0.336071949986639 0.317344856859336 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 189 0.604040403535353 -258.68329688382 -71.7648321200811 -76.5208592877452 -55.5000343063623 33516.0265093885 33516.0265093885 33516.0265093885
"V151" "Aarest_data" 52 0.672450684218174 13.1098675966777 0.129872760895167 0.028645932260866 8.21296312698996e-26 4.159108071633e-05 -2.19332520146054e-06 2.8421709430404e-14 -34359738368 0.34624196333937 0.336104826429997 0.317653210230634 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 219 0.612121211606061 -258.144936969729 -71.559287912297 -76.5099586763616 -55.1767257376459 37649.3580679247 37649.3580679247 37649.3580679247
"V152" "Aarest_data" 53 0.671777017460702 13.515725116249 0.13076932578518 0.0286619442409466 1.34684001490012e-26 3.68415843112757e-05 -1.88921487165317e-06 0 -137438953472 0.346031799654987 0.336359140393829 0.317609059951185 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 270 0.620202019676768 -257.611618841774 -71.3951293848027 -76.5584520246248 -54.7588933360207 42292.428743895 42292.428743895 42292.428743895
"V153" "Aarest_data" 54 0.671402047211521 14.0194803686966 0.131396134931826 0.0286514421124031 1.4280539908817e-27 3.2706254287973e-05 -1.61673436593901e-06 0 0 0.346098001505585 0.337037524249063 0.316864474245352 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 388 0.628282827747475 -257.073827915045 -71.3166355827478 -76.7190343553888 -54.1413213025004 47508.101621028 47508.101621028 47508.101621028
"V154" "Aarest_data" 55 0.715282462645554 78.4009700113802 0.0989679063662332 0.0259735501703738 6.20337087811841e-152 3.961631946936e-05 -2.42092234259417e-07 2.8421709430404e-14 -2.32588391774594e+136 0.385185131071711 0.386796040145398 0.22801882878289 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 398 0.636363635818182 -245.958682110649 -83.1387992618182 -89.9431638683584 -19.2784060912005 53366.9923120631 53366.9923120631 53366.9923120631
"V155" "Aarest_data" 56 0.712758255321506 78.4445012694424 0.100409287583966 0.025956514083246 5.11132164432171e-152 3.4669599600079e-05 -2.15393022529042e-07 0 0 0.384259459559653 0.386596653328192 0.229143887112155 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 38 0.644444443888889 -245.682893501496 -82.7830175901043 -89.9094823119499 -19.3627427103295 59948.4250318941 59948.4250318941 59948.4250318941
"V156" "Aarest_data" 57 0.710234663236434 78.4811392406931 0.101873699870871 0.0259378635586314 4.34268683787837e-152 3.03391350229276e-05 -1.91655445291872e-07 0 0 0.383310717328541 0.386447845364808 0.230241437306651 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 39 0.652525251959596 -245.411797135638 -82.421256037386 -89.8887632466213 -19.4459031938205 67341.5065775083 67341.5065775083 67341.5065775083
