"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V144" "FRT_censord" 45 0.837174319334629 1.00001838836505 0.0111469036191765 0.00393068174696324 0.0039302217014839 1.37654283491884e-05 -0.151321741661121 7.54951656745106e-15 1.64313007644523e-14 0.321958419873499 0.339019921676408 0.339021658450093 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 35 0.777777777333333 -175.427125520389 -46.5884578631462 -47.9444935855138 -47.9445901123325 359381.366380463 359381.366380463 359381.366380463
"V145" "FRT_censord" 46 0.836200179125388 1.0000160712998 0.0112229220294587 0.00392788442971136 0.00392748226323798 1.13407076156591e-05 -0.143742591463031 8.88178419700125e-16 3.08642000845794e-13 0.321818589084049 0.339089936499445 0.339091474416505 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 36 0.781818181363636 -175.42277523212 -46.5773110035104 -47.9480061570059 -47.9480920775809 432876.128108307 432876.128108307 432876.128108307
"V146" "FRT_censord" 47 0.835218587476935 1.00001409498492 0.0113001485594219 0.00392505542931423 0.0039247026431981 9.34280858899683e-06 -0.136070469581028 7.24420523567915e-14 -8.4821039081362e-14 0.321677119436444 0.339160756776633 0.339162123786924 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 36 0.785858585393939 -175.418328757765 -46.5660188931362 -47.9515451574308 -47.9516219682402 521400.828799969 521400.828799969 521400.828799969
"V147" "FRT_censord" 48 0.834229626602691 1.0000124101853 0.0113785980802782 0.00392219455830542 0.00392188387927954 7.69665425792709e-06 -0.12830453694513 5.7065463465733e-14 -2.66453525910038e-14 0.321533990001653 0.339232394851733 0.339233615146614 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 37 0.789898989424242 -175.413784187608 -46.5545782967001 -47.955111414223 -47.9551804123803 628029.144183425 628029.144183425 628029.144183425
"V148" "FRT_censord" 49 0.833233377073873 1.00001097558845 0.0114582858999116 0.00391930164103217 0.00391902682437655 6.34036228319701e-06 -0.120443983482282 9.00113317214846e-14 2.97539770599542e-14 0.321389175500465 0.339304864951985 0.339305959547549 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 37 0.793939393454545 -175.409139567043 -46.5429853453765 -47.9587060387323 -47.9587683526688 756463.32755463 756463.32755463 756463.32755463
"V149" "FRT_censord" 50 0.832229920624154 1.0000097565831 0.0115392275557219 0.00391637651429886 0.00391613217726836 5.22292843641026e-06 -0.112488028384668 7.81041897823798e-14 1.66089364483923e-13 0.321242651177139 0.339378180778363 0.339379168044499 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 38 0.797979797484848 -175.404392910163 -46.5312362218262 -47.9623300868839 -47.9623867067694 911162.75611549 911162.75611549 911162.75611549
"V150" "FRT_censord" 51 0.831219338651471 1.00000872460623 0.0116214389401058 0.00391341902693831 0.00391320049828544 4.30231605008657e-06 -0.104435918181856 5.12090370108353e-14 3.63487018262276e-13 0.321094387783831 0.3394523580428 0.339453254173369 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 38 0.802020201515152 -175.39954218766 -46.5193264462184 -47.9659849169367 -47.9660367198349 1097498.76549306 1097498.76549306 1097498.76549306
"V151" "FRT_censord" 52 0.830201714453084 1.00000785634551 0.0117049361311776 0.00391042904052085 0.00391023222977849 3.54388077283829e-06 -0.0962869275368732 -1.13520304267922e-13 2.1538326677728e-14 0.320944355660707 0.33952741244285 0.339528231896443 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 38 0.806060605545455 -175.394585338189 -46.5072514502361 -47.9696719047671 -47.9697196802213 1321941.14846603 1321941.14846603 1321941.14846603
"V152" "FRT_censord" 53 0.829177132772117 1.0000071334186 0.0117897354327354 0.00390740642947321 0.00390722770409822 2.91907178251449e-06 -0.0880403586164604 2.83939538547884e-14 1.55431223447522e-14 0.320792522840635 0.339603360615615 0.33960411654375 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 39 0.810101009575758 -175.389520263701 -46.4950063063079 -47.9733925790957 -47.9734370537142 1592282.79334109 1592282.79334109 1592282.79334109
"V153" "FRT_censord" 54 0.828145678982366 1.00000654239718 0.0118758534453887 0.00390435108137131 0.00390418714313683 2.40436082066253e-06 -0.0796955404092685 -3.11417558407356e-14 -5.61772850460329e-14 0.320638852794386 0.339680221249222 0.339680925956391 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 39 0.814141413606061 -175.384344822678 -46.4825854069493 -47.9771487793687 -47.9771906437665 1917910.26167249 1917910.26167249 1917910.26167249
